sent1	sent2	gold	preds	dif
Kollar-Kotelly has scheduled another antitrust settlement compliance hearing for January.	"The judge scheduled another oversight hearing for late January.
"	2.800	2.5896220000000003	0.2103779999999995
Two people are in bed.	"Two boxers are in the ring.
"	0.00	0.20995100000000003	0.20995100000000003
Morsi supporters clash with riot police in Cairo	"Protesters clash with riot police in Kiev
"	0.8	1.0099280000000002	0.20992800000000011
There are a couple of options that you could consider:	There are a lot of ways that could go poorly for you.	1	0.7927569999999999	0.20724300000000007
Neymar powers Brazil into last 16	"Neymar powers Brazil into World Cup last 16
"	4.40	4.606975	0.2069749999999999
The Dow Jones industrial average .DJI ended up 56.79 points, or 0.67 percent, at 8,588.36 -- its highest level since January 17.	"The Dow Jones Industrial Average ($DJ: news, chart, profile) rose 56 points, or 0.7 percent, to 8,588.
"	3.600	3.8062769999999997	0.2062769999999996
Jaguar to create 1,100 jobs in UK	"Royal Mail to create 1,000 jobs
"	1.25	1.455272	0.2052719999999999
A girl is jumping.	"A boy is rock climbing.
"	0.60	0.804843	0.204843
Protests continue in tense Ukraine capital	"Protests Continue In Ukraine's Capital
"	5.00	4.795952	0.20404800000000023
Two men standing in grass staring at a car.	"A woman in a pink top posing with beer.
"	0.2	-0.003564	0.20356400000000002
You answered your own question.	You have answered your own question.	5	4.796557	0.20344300000000004
Waba emerges new NLC president	Waiting for the next president	1	0.797639	0.202361
Russia praises idea to render rights assistance to Ukraine	"Russia detains suspected Islamist militants in Moscow raid
"	0.40	0.6021850000000001	0.20218500000000006
A blonde haired toddler swinging on a tire swing.	"A blonde haired child is swinging on a tire swing.
"	4.80	5.001638	0.20163799999999998
Bolivia's army fought to stop columns of protesters from streaming into the food-starved capital on Wednesday as a popular uprising against the president spread.	"Bolivia's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday, leaving two dead as a popular uprising against the President spread.
"	2.800	3.001458	0.20145800000000014
The Nasdaq Composite Index rose 19.67, or 1.3 percent, to 1523.71, its highest since June 18.	"The S&P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2.
"	0.800	1.000693	0.200693
Four versions of Windows operating systems are targeted: Windows NT, Windows 2000, Windows XP and Windows Server 2003.	"The new worm affects these Windows systems: 2000, XP, NT 4.0 and Server 2003.
"	3.600	3.399393	0.2006070000000002
A man is cutting apple by his hand.	"A man is cutting carpet with a knife.
"	1.500	1.299563	0.20043699999999998
a man wearing a gray hat fishing out of a fishing boat.	"A man wearing a straw hat and fishing vest in a stream.
"	2.600000	2.8003810000000002	0.20038100000000014
Vehicles ablaze in collapsed Japan tunnel	"Vehicles 'left burning' as smoke emits from Japan tunnel
"	4.2	4.000393	0.1996070000000003
Advanced Micro Devices said Fujitsu Siemens Computers is offering a high-end workstation based on AMD's Opteron 200 Series.	"Fujitsu Siemens Computers on Tuesday made good on a promise to offer a workstation based on Advanced Micro Devices' Opteron processor.
"	3.250	3.4494239999999996	0.1994239999999996
Looking to buy the latest Harry Potter?	"Harry Potter's latest wizard trick?
"	1.900	2.099121	0.19912099999999988
Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.	"Rich Media interactive ad formats doubled their share from 3% in second quarter of 2002, to 6% in the second quarter of 2003.
"	3.750	3.5510099999999998	0.19899000000000022
Pussy Riot member Alyokhina released from jail in Russia	"Pussy Riot member Maria Alyokhina freed from jail
"	4.4	4.202388	0.19761200000000034
A harnessed dog leaps over a log as another dog follows behind.	"A brown and white dog is leaping over a log in a field while another dog follows behind it.
"	3.00	3.196253	0.196253
On War Criminals and Heroes: The Whitewashing of Ariel Sharon ŔÄ	"On war criminals and heroes: The whitewashing of Ariel Sharon
"	5.00	4.805034	0.19496599999999997
Hawaii passes gay marriage bill	"US Senate passes gay workers bill
"	1	1.1944139999999999	0.19441399999999986
A person is riding a motorcyle.	"A person is chopping an onion.
"	0.400	0.206244	0.193756
Lord Palumbo offers hope for a relationship with his son James	"Oscar Pistorius sent for mental evaluation: what will it mean?
"	0.20	0.006308	0.193692
Kansas Department of Health and Environment records show there were 88 abortions performed on girls age 14 and younger last year.	"Statistics from the Kansas Department of Health and Environment show that 11,844 abortions were performed in the state last year.
"	2.000	1.8066209999999998	0.1933790000000002
You got it right.	You've got it right.	5	4.807419	0.19258099999999967
The tech-laced Nasdaq Composite Index .IXIC eased 5.16 points, or 0.32 percent, at 1,590.75, breaking a six-day string of gains.	"The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.
"	1.600	1.792477	0.192477
A bike is next to a couple women.	"A child next to a bike.
"	2.000000	2.191578	0.1915779999999998
A boy with dark hair is in water and is looking up.	"The man is short hair.
"	0.600000	0.409675	0.19032499999999997
The A920 comes with a printer, scanner, and copier for $89.	"Dell's Personal All-in-One A920 is an entry-level device that combines printer, scanner and copier functions for $89.
"	3.600	3.790282	0.19028199999999984
Vietnamese citizens need a visa to visit the USA.	Nepalese citizens require a visa to visit the UK.	1	1.190192	0.19019199999999992
A woman is folding paper.	"A woman is applying eye shadow.
"	0.400	0.58943	0.18943
The man is mixing whipping cream.	"The man is holding a skunk.
"	0.000	0.188668	0.188668
The man is talking.	"A man is walking down stairs.
"	0.400	0.588418	0.18841799999999997
Critics say Putin’s security restrictions violate rights	"Putin's security decree for Sochi draws ire of critics
"	3.2	3.011981	0.18801900000000016
You should do it.	You should never do it.	1	1.187758	0.1877580000000001
A man is playing drums.	"A man is playing his guitar.
"	1.800	1.612475	0.18752499999999994
A man is playing guitar.	"A boy is talking to a giant dog.
"	0.000	0.187448	0.187448
Two cats sitting on a couch looking out the window.	"Two cats are looking at a window.
"	3.6	3.413396	0.186604
A person is slicing some onions.	"A woman is chopping herbs.
"	1.000	1.185461	0.1854610000000001
A man is cutting paper with a sword.	"A woman is cutting a tomato.
"	0.600	0.41527299999999995	0.18472700000000003
A black dog stands next to materials at a construction site.	"A black dog stands in the middle of a construction site.
"	4	3.8153099999999998	0.18469000000000024
A brown dog runs towards the camera on a dirt trail with mountains in the background.	"A brown dog runs toward the camera down a rocky trail through the brush with mountains in the background.
"	4.00	4.183697	0.18369700000000044
I think it's just a habit.	I think it's a bad idea.	1	0.8167439999999999	0.18325600000000009
A man is kicking pots of water.	"A man is picking flowers.
"	0.400	0.5831029999999999	0.1831029999999999
Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote while the independent Dragan Hajdukovic got four percent.	"Miodrag Zivkovic, the leader of the pro-independence opposition Liberal Alliance, came in second with 31 percent of the vote.
"	3.000	2.81696	0.1830400000000001
A man is playing a piano.	"A guy is peeling a potato.
"	0.000	0.183003	0.183003
A man is standing in front of the window and looking outside.	"A man is staring out the window.
"	3.800	3.9829839999999996	0.1829839999999998
A man is seasoning some carrots.	"A woman is slicing garlic.
"	0.800	0.6170800000000001	0.18291999999999997
The woman is slicing tofu.	"The woman is putting on lipstick.
"	0.400	0.21711100000000003	0.182889
the people are running a marathon	"People are running a marathon
"	5.000000	4.817691	0.18230900000000005
two white standard poodles play with a toy in the snow	"Two dogs fighting in the snow.
"	2.20	2.018638	0.18136200000000002
A white dog with light brown markings has a stick in his mouth and his paws in the snow.	"A white dog holds a stick in its mouth while it runs through snow.
"	4.00	3.818895	0.18110500000000007
"""Let's show we won't let them off,"" said Marc Blondel, leader of the Force Ouvriere union."	"""The movement to defend pensions is gaining momentum, and we won't give up,"" said Marc Blondel, leader of the Force Ouvriere union.
"	2.200	2.380978	0.18097799999999964
Before Thursday's matinee, Baker called a clubhouse meeting, concerned that the controversy had distracted the Cubs.	"Baker called a pregame meeting, believing the the corked-bat episode had distracted the team.
"	3.400	3.219954	0.18004599999999993
A man in a blue dress shirt.	"A man in a white shirt and blue pants is talking with a woman in a pink shirt.
"	1.800000	1.6200139999999998	0.1799860000000002
A group of black people in front of a building with a moped.	"A group of people are outside a decrepit building.
"	2.8	2.620541	0.17945900000000004
The ballerina is dancing.	"A man is dancing.
"	1.750	1.9291169999999997	0.17911699999999975
A man is playing a football.	"A man is maneuvering a soccer ball with his feet.
"	2.000	2.178259	0.17825900000000017
Motorcycle parked next to a car outside.	"A motorcycle parked next to a car.
"	4.4	4.221921	0.17807900000000032
A guy is taking off his sunglasses.	"A boy is removing his sunglasses.
"	3.800	3.622318	0.1776819999999999
UK's Ex-Premier Margaret Thatcher Dies At 87	"Former British PM Margaret Thatcher dies
"	4.00	3.822946	0.17705400000000004
PeopleSoft will commit $863 million in cash and issue 52.6 million new shares, the companies said.	"The new deal would be valued at $1.75 billion, including $863 million in cash and 52.6 million PeopleSoft shares.
"	3.000	3.176909	0.1769090000000002
Some men are sawing.	"Men are sawing logs.
"	3.400	3.5768120000000003	0.1768120000000004
A light-colored dog runs through the grass.	"A dog runs through the grass.
"	4.00	3.8233610000000002	0.17663899999999977
A cat is eating some corn.	"A cat is eating corn on the cob.
"	4.250	4.073678	0.17632199999999987
There is a cook preparing food.	"A cook is making food.
"	5.000000	4.824991000000001	0.1750089999999993
The train sits at the train station.	"A train parked at a train station.
"	4.6	4.7750010000000005	0.17500100000000085
You have to decide what you want to get out of this.	You have to know what you want to do.	4	3.8252900000000003	0.1747099999999997
